"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"EROSMEDIA","EQ","05-Oct-2016","        208.05","        208.90","        209.95","        205.65","        206.85","        206.75","        207.21","     147266","            30514455.35","       3665","      75854","         51.51"
"EROSMEDIA","EQ","06-Oct-2016","        206.75","        207.15","        209.70","        205.50","        207.20","        206.50","        207.35","     195021","            40437569.40","       4104","     117907","         60.46"
"EROSMEDIA","EQ","07-Oct-2016","        206.50","        203.05","        207.70","        201.75","        202.15","        202.80","        203.97","     189268","            38604190.70","       7101","     105034","         55.49"
"EROSMEDIA","EQ","10-Oct-2016","        202.80","        204.50","        204.75","        202.00","        202.20","        202.80","        203.38","     112598","            22899679.20","       2364","      61105","         54.27"
"EROSMEDIA","EQ","13-Oct-2016","        202.80","        201.50","        204.90","        198.00","        201.50","        200.40","        201.01","     242265","            48698127.10","       5193","     149974","         61.90"
"EROSMEDIA","EQ","14-Oct-2016","        200.40","        200.75","        202.90","        198.95","        201.00","        200.70","        201.08","     106724","            21459978.75","       3302","      60622","         56.80"
"EROSMEDIA","EQ","17-Oct-2016","        200.70","        200.00","        201.85","        198.00","        199.60","        199.35","        199.94","     155150","            31020121.35","       4132","      69980","         45.10"
"EROSMEDIA","EQ","18-Oct-2016","        199.35","        200.10","        201.50","        199.00","        199.40","        199.85","        199.89","     188017","            37583616.85","       2908","     121071","         64.39"
"EROSMEDIA","EQ","19-Oct-2016","        199.85","        200.75","        202.10","        199.70","        200.35","        200.35","        200.84","     210728","            42322282.90","       4730","     131370","         62.34"
"EROSMEDIA","EQ","20-Oct-2016","        200.35","        200.75","        202.10","        196.50","        199.40","        198.15","        199.32","     213058","            42466138.05","       3513","     138409","         64.96"
"EROSMEDIA","EQ","21-Oct-2016","        198.15","        198.55","        199.90","        197.30","        198.00","        198.50","        198.70","     102158","            20298562.60","       2161","      61122","         59.83"
"EROSMEDIA","EQ","24-Oct-2016","        198.50","        198.80","        208.00","        197.55","        202.70","        203.35","        204.14","     428149","            87402118.70","       7225","     221777","         51.80"
"EROSMEDIA","EQ","25-Oct-2016","        203.35","        205.25","        206.70","        199.25","        202.80","        202.40","        203.43","     239898","            48801573.35","       5393","     117953","         49.17"
"EROSMEDIA","EQ","26-Oct-2016","        202.40","        201.90","        202.50","        199.10","        199.20","        199.45","        200.10","     149278","            29869967.00","       2332","      78257","         52.42"
"EROSMEDIA","EQ","27-Oct-2016","        199.45","        199.30","        199.75","        193.50","        196.00","        194.30","        196.46","     156646","            30775255.70","       2926","      86933","         55.50"
"EROSMEDIA","EQ","28-Oct-2016","        194.30","        196.00","        199.90","        193.90","        194.05","        194.95","        196.18","     196860","            38620123.90","       3607","      82267","         41.79"
"EROSMEDIA","EQ","30-Oct-2016","        194.95","        196.30","        199.40","        196.25","        198.10","        198.30","        198.00","      77371","            15319116.50","       1164","      41274","         53.35"
"EROSMEDIA","EQ","01-Nov-2016","        198.30","        199.00","        199.40","        193.70","        195.60","        195.95","        195.59","     195019","            38143217.50","       2738","      87777","         45.01"
"EROSMEDIA","EQ","02-Nov-2016","        195.95","        193.00","        193.50","        186.95","        187.00","        188.35","        190.08","     172087","            32710698.00","       3136","     104548","         60.75"
"EROSMEDIA","EQ","03-Nov-2016","        188.35","        187.50","        189.40","        185.00","        186.95","        185.80","        187.08","     156337","            29248249.30","       2338","      74657","         47.75"
"EROSMEDIA","EQ","04-Nov-2016","        185.80","        184.20","        185.75","        178.85","        181.70","        181.50","        181.30","     180618","            32746136.85","       2681","     104072","         57.62"
"EROSMEDIA","EQ","07-Nov-2016","        181.50","        183.00","        191.65","        183.00","        186.60","        185.85","        187.02","     172907","            32337254.35","       3958","      59134","         34.20"
"EROSMEDIA","EQ","08-Nov-2016","        185.85","        186.10","        187.00","        182.25","        184.50","        183.55","        184.18","      88068","            16220115.45","       1915","      37959","         43.10"
"EROSMEDIA","EQ","09-Nov-2016","        183.55","        155.00","        181.85","        150.00","        179.80","        179.40","        170.23","     297746","            50683815.00","       5221","     133876","         44.96"
"EROSMEDIA","EQ","10-Nov-2016","        179.40","        182.25","        198.00","        182.05","        192.75","        189.25","        189.71","     705604","           133861033.40","       9549","     150879","         21.38"
"EROSMEDIA","EQ","11-Nov-2016","        189.25","        185.05","        188.50","        175.60","        176.90","        176.80","        180.07","     258365","            46522988.15","       4686","     127155","         49.22"
"EROSMEDIA","EQ","15-Nov-2016","        176.80","        175.80","        176.00","        142.00","        166.00","        166.70","        168.28","     167644","            28210947.20","       3130","      91344","         54.49"
