"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"EROSMEDIA","EQ","01-Feb-2016","        169.40","        171.80","        203.25","        169.10","        203.25","        200.55","        190.83","    2535888","           483921913.25","      40376","     619517","         24.43"
"EROSMEDIA","EQ","02-Feb-2016","        200.55","        207.00","        219.50","        204.00","        206.00","        206.80","        212.91","    3156003","           671946767.55","      44072","     497571","         15.77"
"EROSMEDIA","EQ","03-Feb-2016","        206.80","        200.10","        201.00","        191.20","        194.85","        193.10","        194.94","     993386","           193646400.70","      16517","     188846","         19.01"
"EROSMEDIA","EQ","04-Feb-2016","        193.10","        199.40","        201.90","        184.45","        188.00","        188.10","        193.56","     657056","           127176587.55","      14677","     167547","         25.50"
"EROSMEDIA","EQ","05-Feb-2016","        188.10","        186.65","        193.70","        179.50","        192.00","        190.80","        185.91","     520817","            96825769.55","      10773","     128956","         24.76"
"EROSMEDIA","EQ","08-Feb-2016","        190.80","        186.00","        206.90","        185.00","        195.80","        194.50","        198.21","    1254553","           248669409.35","      23725","     265889","         21.19"
"EROSMEDIA","EQ","09-Feb-2016","        194.50","        194.00","        204.55","        192.00","        201.55","        199.95","        198.25","    1039788","           206134349.95","      15528","     244226","         23.49"
"EROSMEDIA","EQ","10-Feb-2016","        199.95","        183.00","        189.60","        176.05","        180.00","        178.60","        183.22","    1208236","           221369283.25","      17672","     389513","         32.24"
"EROSMEDIA","EQ","11-Feb-2016","        178.60","        178.00","        178.00","        154.60","        158.00","        156.65","        164.82","     910918","           150135399.05","      14882","     336646","         36.96"
"EROSMEDIA","EQ","12-Feb-2016","        156.65","        159.50","        162.00","        145.25","        152.00","        151.60","        151.49","     897669","           135984820.75","      22544","     378516","         42.17"
"EROSMEDIA","EQ","15-Feb-2016","        151.60","        156.00","        168.80","        156.00","        163.90","        162.95","        163.87","     768786","           125979086.50","      14656","     187305","         24.36"
"EROSMEDIA","EQ","16-Feb-2016","        162.95","        165.70","        167.00","        151.45","        153.65","        153.05","        157.14","     708545","           111339978.80","      19132","     195603","         27.61"
"EROSMEDIA","EQ","17-Feb-2016","        153.05","        155.70","        157.00","        149.20","        153.65","        153.95","        153.25","     837327","           128321885.75","      28121","     268763","         32.10"
"EROSMEDIA","EQ","18-Feb-2016","        153.95","        156.00","        158.40","        147.00","        147.90","        147.85","        153.05","     849611","           130035202.75","      28758","     299762","         35.28"
"EROSMEDIA","EQ","19-Feb-2016","        147.85","        148.00","        155.00","        148.00","        149.80","        149.65","        151.27","     491472","            74344172.10","      19775","     198118","         40.31"
"EROSMEDIA","EQ","22-Feb-2016","        149.65","        149.00","        162.55","        149.00","        154.75","        154.60","        156.08","    1218768","           190223005.80","      31149","     229281","         18.81"
"EROSMEDIA","EQ","23-Feb-2016","        154.60","        155.50","        156.35","        150.70","        151.25","        151.60","        153.10","     470339","            72008366.05","      17294","     206784","         43.96"
"EROSMEDIA","EQ","24-Feb-2016","        151.60","        150.70","        151.50","        146.10","        147.20","        146.85","        148.56","     348485","            51771084.90","      13829","     133756","         38.38"
"EROSMEDIA","EQ","25-Feb-2016","        146.85","        147.25","        149.70","        139.25","        141.05","        140.85","        142.98","     484607","            69288349.80","      18027","     208455","         43.02"
"EROSMEDIA","EQ","26-Feb-2016","        140.85","        143.75","        144.90","        135.00","        136.50","        136.60","        137.89","     529965","            73075224.85","      18506","     205794","         38.83"
"EROSMEDIA","EQ","29-Feb-2016","        136.60","        137.50","        137.55","        125.75","        127.30","        127.65","        130.43","     680211","            88720471.85","      29342","     241282","         35.47"
"EROSMEDIA","EQ","01-Mar-2016","        127.65","        130.80","        143.40","        130.75","        142.70","        142.15","        139.00","    1448768","           201379947.00","      28908","     382284","         26.39"
"EROSMEDIA","EQ","02-Mar-2016","        142.15","        144.50","        147.00","        140.25","        141.05","        141.25","        142.77","     932621","           133150054.55","      30986","     369648","         39.64"
"EROSMEDIA","EQ","03-Mar-2016","        141.25","        142.85","        145.45","        140.45","        143.00","        143.55","        143.20","     536339","            76802660.00","      19614","     206387","         38.48"
"EROSMEDIA","EQ","04-Mar-2016","        143.55","        145.00","        153.85","        142.80","        150.50","        150.95","        150.11","    1226283","           184082014.75","      24011","     408393","         33.30"
"EROSMEDIA","EQ","08-Mar-2016","        150.95","        153.30","        165.00","        153.30","        161.35","        161.20","        160.61","    1489735","           239265583.75","      22188","     344803","         23.15"
"EROSMEDIA","EQ","09-Mar-2016","        161.20","        160.80","        167.60","        155.00","        166.30","        165.20","        162.98","     778344","           126853918.10","      13024","     206435","         26.52"
"EROSMEDIA","EQ","10-Mar-2016","        165.20","        167.30","        171.25","        164.55","        166.60","        166.30","        167.91","     623531","           104698401.70","       9482","     175733","         28.18"
"EROSMEDIA","EQ","11-Mar-2016","        166.30","        166.15","        168.30","        158.60","        160.50","        160.05","        162.10","     553881","            89782867.75","       9655","     219450","         39.62"
"EROSMEDIA","EQ","14-Mar-2016","        160.05","        163.20","        164.75","        159.25","        162.00","        160.90","        162.11","     373665","            60573580.00","       9327","     132531","         35.47"
"EROSMEDIA","EQ","15-Mar-2016","        160.90","        162.20","        162.20","        154.65","        157.50","        156.35","        156.76","     534102","            83727915.60","      10298","     170379","         31.90"
"EROSMEDIA","EQ","16-Mar-2016","        156.35","        158.70","        159.00","        155.00","        156.00","        156.75","        157.07","     514049","            80742438.95","       7019","     145760","         28.36"
"EROSMEDIA","EQ","17-Mar-2016","        156.75","        160.05","        164.00","        157.50","        158.00","        158.20","        160.69","     565728","            90909453.90","       7290","     164927","         29.15"
"EROSMEDIA","EQ","18-Mar-2016","        158.20","        170.00","        180.00","        170.00","        173.70","        173.95","        175.81","    3537234","           621896377.40","      42880","     583018","         16.48"
"EROSMEDIA","EQ","21-Mar-2016","        173.95","        171.20","        171.70","        164.00","        164.95","        164.95","        167.14","    1125184","           188065271.20","      17683","     520614","         46.27"
"EROSMEDIA","EQ","22-Mar-2016","        164.95","        168.95","        176.90","        168.95","        173.20","        173.55","        173.15","    1443092","           249874715.30","      21090","     406273","         28.15"
"EROSMEDIA","EQ","23-Mar-2016","        173.55","        172.00","        172.00","        165.40","        166.00","        166.30","        167.29","     740651","           123900836.30","      24541","     398737","         53.84"
"EROSMEDIA","EQ","28-Mar-2016","        166.30","        167.40","        168.25","        162.75","        164.05","        163.60","        164.92","     318495","            52527709.15","       5013","     122130","         38.35"
"EROSMEDIA","EQ","29-Mar-2016","        163.60","        164.55","        166.00","        161.45","        165.00","        163.50","        163.50","     434996","            71121813.55","       6396","     219292","         50.41"
"EROSMEDIA","EQ","30-Mar-2016","        163.50","        166.30","        175.95","        164.75","        170.25","        169.95","        170.28","    1514209","           257837955.00","      15834","     345371","         22.81"
"EROSMEDIA","EQ","31-Mar-2016","        169.95","        169.00","        171.25","        166.50","        168.90","        168.65","        169.02","     494796","            83630300.75","      12115","     187117","         37.82"
"EROSMEDIA","EQ","01-Apr-2016","        168.65","        169.25","        175.90","        169.00","        174.80","        173.95","        173.26","     631031","           109329788.60","       8732","     278129","         44.08"
"EROSMEDIA","EQ","04-Apr-2016","        173.95","        174.10","        178.30","        172.75","        175.70","        175.60","        175.31","     639039","           112031499.55","      15523","     326796","         51.14"
"EROSMEDIA","EQ","05-Apr-2016","        175.60","        172.25","        174.30","        168.15","        170.65","        169.00","        170.23","     381388","            64923092.35","       7875","     169044","         44.32"
"EROSMEDIA","EQ","06-Apr-2016","        169.00","        170.40","        171.15","        167.00","        170.10","        169.85","        168.80","     235698","            39786269.05","       4213","      97386","         41.32"
"EROSMEDIA","EQ","07-Apr-2016","        169.85","        170.40","        171.20","        160.25","        161.10","        162.30","        165.26","     511922","            84598789.25","      10146","     311012","         60.75"
"EROSMEDIA","EQ","08-Apr-2016","        162.30","        161.80","        166.70","        160.80","        162.50","        162.50","        163.62","     481474","            78780022.65","       8780","     180969","         37.59"
"EROSMEDIA","EQ","11-Apr-2016","        162.50","        164.40","        169.50","        162.85","        167.55","        167.75","        166.50","     533968","            88906904.25","       8605","     222753","         41.72"
"EROSMEDIA","EQ","12-Apr-2016","        167.75","        168.40","        171.30","        167.60","        170.25","        170.20","        169.09","     429196","            72571172.45","       6825","     155444","         36.22"
"EROSMEDIA","EQ","13-Apr-2016","        170.20","        172.00","        174.00","        170.80","        171.40","        171.55","        172.21","     373610","            64339030.90","       7387","     163432","         43.74"
"EROSMEDIA","EQ","18-Apr-2016","        171.55","        171.25","        171.70","        166.60","        168.30","        168.00","        168.08","     198403","            33347305.90","       4641","      85947","         43.32"
"EROSMEDIA","EQ","20-Apr-2016","        168.00","        170.00","        173.90","        169.10","        169.50","        170.25","        171.20","     430763","            73748550.25","       7053","     174164","         40.43"
"EROSMEDIA","EQ","21-Apr-2016","        170.25","        172.10","        174.95","        170.70","        171.05","        171.80","        173.28","     459221","            79572182.50","       7003","     203796","         44.38"
"EROSMEDIA","EQ","22-Apr-2016","        171.80","        173.00","        185.40","        173.00","        183.55","        183.40","        181.05","    1805818","           326950715.25","      23441","     512875","         28.40"
"EROSMEDIA","EQ","25-Apr-2016","        183.40","        185.30","        191.80","        184.30","        189.00","        189.10","        188.17","    1013212","           190655417.15","      13899","     293323","         28.95"
"EROSMEDIA","EQ","26-Apr-2016","        189.10","        185.00","        187.60","        183.00","        186.50","        185.35","        185.20","     432349","            80070040.35","       6507","     123238","         28.50"
"EROSMEDIA","EQ","27-Apr-2016","        185.35","        187.05","        191.00","        185.50","        187.00","        187.60","        188.22","     465641","            87643798.80","       5577","     147560","         31.69"
"EROSMEDIA","EQ","28-Apr-2016","        187.60","        188.00","        188.95","        182.30","        183.00","        183.35","        184.82","     223328","            41274685.50","       3612","      94168","         42.17"
"EROSMEDIA","EQ","29-Apr-2016","        183.35","        183.70","        189.40","        181.85","        184.30","        184.75","        185.83","     509091","            94603371.65","       6884","     114562","         22.50"
"EROSMEDIA","EQ","02-May-2016","        184.75","        184.65","        212.90","        184.30","        207.00","        208.10","        202.96","    4043016","           820576715.90","      48001","     530887","         13.13"
"EROSMEDIA","EQ","03-May-2016","        208.10","        209.95","        225.80","        208.35","        222.65","        222.05","        217.05","    3241544","           703564474.30","      44359","     831656","         25.66"
"EROSMEDIA","EQ","04-May-2016","        222.05","        221.00","        221.00","        211.30","        213.60","        213.50","        215.29","     958963","           206459896.40","      14468","     309678","         32.29"
"EROSMEDIA","EQ","05-May-2016","        213.50","        213.00","        219.50","        207.00","        216.35","        216.00","        212.84","     913528","           194432698.00","      13160","     205896","         22.54"
"EROSMEDIA","EQ","06-May-2016","        216.00","        214.00","        224.50","        210.10","        217.10","        217.50","        219.35","    1283477","           281528602.60","      18504","     189419","         14.76"
"EROSMEDIA","EQ","09-May-2016","        217.50","        219.50","        222.20","        212.50","        213.05","        213.85","        216.99","     578279","           125480953.50","       9858","     189895","         32.84"
"EROSMEDIA","EQ","10-May-2016","        213.85","        214.00","        214.80","        204.25","        204.70","        204.90","        207.51","     645286","           133905401.95","       9316","     263429","         40.82"
"EROSMEDIA","EQ","11-May-2016","        204.90","        203.00","        215.00","        201.05","        207.00","        208.05","        210.48","     899904","           189409006.70","      12414","     294738","         32.75"
"EROSMEDIA","EQ","12-May-2016","        208.05","        208.90","        211.30","        206.25","        208.00","        208.05","        208.62","     351096","            73244792.30","       5549","      95091","         27.08"
"EROSMEDIA","EQ","13-May-2016","        208.05","        209.00","        212.00","        204.25","        205.50","        205.65","        208.92","     471637","            98536056.35","       6428","     147765","         31.33"
"EROSMEDIA","EQ","16-May-2016","        205.65","        205.15","        208.80","        201.60","        204.00","        202.60","        204.64","     293785","            60120134.10","       5023","      88955","         30.28"
"EROSMEDIA","EQ","17-May-2016","        202.60","        204.25","        210.70","        203.00","        206.60","        206.90","        207.07","     555585","           115045008.70","       7853","     143171","         25.77"
"EROSMEDIA","EQ","18-May-2016","        206.90","        204.00","        205.50","        202.15","        202.85","        203.10","        203.46","     355545","            72338855.30","       5369","     152643","         42.93"
"EROSMEDIA","EQ","19-May-2016","        203.10","        202.95","        203.00","        187.65","        189.00","        189.15","        193.36","     733260","           141786320.20","      12337","     350406","         47.79"
"EROSMEDIA","EQ","20-May-2016","        189.15","        190.50","        192.00","        180.00","        180.00","        180.75","        183.82","     630519","           115902822.65","      10646","     313150","         49.67"
"EROSMEDIA","EQ","23-May-2016","        180.75","        182.30","        188.25","        175.60","        176.00","        176.50","        181.21","     575073","           104206358.65","      11201","     219349","         38.14"
"EROSMEDIA","EQ","24-May-2016","        176.50","        175.55","        177.35","        172.20","        173.00","        172.95","        173.78","     432681","            75190195.45","       6465","     167221","         38.65"
"EROSMEDIA","EQ","25-May-2016","        172.95","        175.95","        179.50","        174.50","        178.60","        177.65","        176.94","     383839","            67916769.50","       7019","     136528","         35.57"
"EROSMEDIA","EQ","26-May-2016","        177.65","        178.00","        182.50","        175.05","        177.30","        177.55","        179.23","     567372","           101692333.05","      13533","     210939","         37.18"
"EROSMEDIA","EQ","27-May-2016","        177.55","        178.70","        185.75","        177.60","        181.55","        181.55","        182.03","     650466","           118405485.50","       9020","     224499","         34.51"
"EROSMEDIA","EQ","30-May-2016","        181.55","        185.00","        196.40","        185.00","        193.60","        193.95","        192.64","    1484528","           285981467.20","      21340","     492119","         33.15"
"EROSMEDIA","EQ","31-May-2016","        193.95","        195.70","        203.55","        195.10","        200.55","        200.20","        200.15","    1065208","           213197417.35","      20152","     375184","         35.22"
"EROSMEDIA","EQ","01-Jun-2016","        200.20","        200.90","        210.00","        197.00","        205.90","        206.30","        205.90","    1056527","           217536435.30","      16355","     399637","         37.83"
"EROSMEDIA","EQ","02-Jun-2016","        206.30","        204.95","        208.80","        202.60","        204.60","        204.80","        205.11","     561903","           115251724.55","       9945","     130783","         23.28"
"EROSMEDIA","EQ","03-Jun-2016","        204.80","        203.95","        205.80","        196.70","        197.60","        197.65","        200.68","     488522","            98034942.45","       8566","     171591","         35.12"
"EROSMEDIA","EQ","06-Jun-2016","        197.65","        198.60","        207.50","        198.25","        206.00","        205.70","        203.62","     827714","           168542625.15","       9781","     257580","         31.12"
"EROSMEDIA","EQ","07-Jun-2016","        205.70","        208.00","        214.35","        207.05","        209.15","        209.75","        211.08","    1151850","           243133966.30","      15469","     266322","         23.12"
"EROSMEDIA","EQ","08-Jun-2016","        209.75","        210.25","        211.60","        204.20","        206.05","        205.85","        207.28","     464025","            96182644.05","       7805","     186080","         40.10"
"EROSMEDIA","EQ","09-Jun-2016","        205.85","        216.35","        221.70","        213.25","        216.45","        215.50","        216.45","    1662480","           359835691.00","      20556","     395180","         23.77"
"EROSMEDIA","EQ","10-Jun-2016","        215.50","        212.10","        216.95","        208.00","        212.10","        212.20","        213.00","    1407433","           299782052.30","      18380","     283339","         20.13"
"EROSMEDIA","EQ","13-Jun-2016","        212.20","        212.30","        212.30","        207.00","        208.85","        208.95","        209.13","     292082","            61083569.65","       4864","      88510","         30.30"
"EROSMEDIA","EQ","14-Jun-2016","        208.95","        210.75","        214.80","        209.00","        210.35","        210.30","        211.58","     387417","            81969563.75","       4887","     126464","         32.64"
"EROSMEDIA","EQ","15-Jun-2016","        210.30","        212.00","        212.50","        208.00","        209.50","        209.00","        210.06","     194027","            40756949.10","       2886","      74512","         38.40"
"EROSMEDIA","EQ","16-Jun-2016","        209.00","        209.00","        211.50","        205.60","        206.20","        206.85","        207.93","     332743","            69185842.25","       4489","     128970","         38.76"
"EROSMEDIA","EQ","17-Jun-2016","        206.85","        209.70","        210.00","        205.10","        206.40","        206.30","        206.93","     286846","            59356217.05","       3764","     100622","         35.08"
"EROSMEDIA","EQ","20-Jun-2016","        206.30","        209.40","        214.40","        209.05","        211.80","        211.25","        211.74","     843404","           178580709.50","      10238","     197578","         23.43"
"EROSMEDIA","EQ","21-Jun-2016","        211.25","        213.00","        213.10","        209.00","        209.50","        209.60","        210.70","     355226","            74846105.95","       4666","      84480","         23.78"
"EROSMEDIA","EQ","22-Jun-2016","        209.60","        211.40","        211.40","        206.00","        207.00","        207.15","        207.79","     229825","            47754560.30","       3499","      77430","         33.69"
"EROSMEDIA","EQ","23-Jun-2016","        207.15","        207.15","        211.00","        203.10","        203.55","        204.75","        206.86","     646995","           133836406.45","       5261","     112144","         17.33"
"EROSMEDIA","EQ","24-Jun-2016","        204.75","        199.00","        199.00","        188.00","        195.80","        195.75","        193.59","     581690","           112607942.85","       8619","     210797","         36.24"
"EROSMEDIA","EQ","27-Jun-2016","        195.75","        193.25","        202.80","        193.25","        201.00","        200.50","        199.46","     438680","            87497959.00","       7551","     115165","         26.25"
"EROSMEDIA","EQ","28-Jun-2016","        200.50","        201.00","        209.00","        200.50","        205.60","        205.50","        205.62","     549253","           112939500.40","       8308","     164440","         29.94"
"EROSMEDIA","EQ","29-Jun-2016","        205.50","        212.00","        213.75","        208.70","        211.00","        209.95","        210.82","     568118","           119770123.25","       8685","     209277","         36.84"
"EROSMEDIA","EQ","30-Jun-2016","        209.95","        212.80","        214.95","        210.70","        211.80","        211.50","        212.69","     608438","           129409439.45","       7436","     140732","         23.13"
"EROSMEDIA","EQ","01-Jul-2016","        211.50","        212.95","        214.45","        209.75","        210.00","        210.40","        211.62","     320239","            67767785.35","       3997","     143413","         44.78"
"EROSMEDIA","EQ","04-Jul-2016","        210.40","        213.00","        214.00","        211.30","        212.50","        212.35","        212.60","     406196","            86357624.90","       8092","     239812","         59.04"
"EROSMEDIA","EQ","05-Jul-2016","        212.35","        212.60","        213.75","        210.00","        212.60","        212.10","        211.50","     360632","            76274150.90","       6400","     192163","         53.29"
"EROSMEDIA","EQ","07-Jul-2016","        212.10","        212.85","        221.80","        212.15","        219.20","        219.40","        217.10","     966265","           209780730.35","      13675","     295711","         30.60"
"EROSMEDIA","EQ","08-Jul-2016","        219.40","        221.15","        222.70","        215.40","        216.30","        216.75","        218.46","     656617","           143444814.00","       9587","     210947","         32.13"
"EROSMEDIA","EQ","11-Jul-2016","        216.75","        219.00","        220.70","        211.25","        212.50","        212.25","        216.71","     750310","           162599257.90","       6979","     309625","         41.27"
"EROSMEDIA","EQ","12-Jul-2016","        212.25","        213.95","        218.00","        213.30","        214.70","        214.75","        215.62","     557307","           120166325.20","       8513","     306273","         54.96"
"EROSMEDIA","EQ","13-Jul-2016","        214.75","        215.80","        216.70","        210.05","        211.35","        212.10","        212.57","     301580","            64108341.45","       4008","     137793","         45.69"
"EROSMEDIA","EQ","14-Jul-2016","        212.10","        213.00","        213.00","        209.00","        210.50","        209.90","        210.28","     296900","            62431935.35","       3787","     128989","         43.45"
"EROSMEDIA","EQ","15-Jul-2016","        209.90","        211.60","        215.00","        209.20","        209.50","        210.85","        211.32","     216438","            45737084.70","       5049","      93567","         43.23"
"EROSMEDIA","EQ","18-Jul-2016","        210.85","        211.80","        217.00","        211.80","        213.90","        214.40","        214.61","     445429","            95595409.75","       7834","     155294","         34.86"
"EROSMEDIA","EQ","19-Jul-2016","        214.40","        215.35","        215.50","        210.10","        213.40","        212.55","        212.68","     248386","            52826644.15","       4529","      69836","         28.12"
"EROSMEDIA","EQ","20-Jul-2016","        212.55","        212.75","        219.30","        211.75","        214.35","        214.55","        215.81","     471569","           101769611.65","       7040","     163457","         34.66"
"EROSMEDIA","EQ","21-Jul-2016","        214.55","        215.40","        224.00","        213.50","        223.75","        221.65","        220.01","    1003979","           220888174.20","      13762","     410685","         40.91"
"EROSMEDIA","EQ","22-Jul-2016","        221.65","        224.75","        237.25","        224.10","        234.35","        234.95","        231.27","    1785477","           412924926.70","      19460","     673777","         37.74"
"EROSMEDIA","EQ","25-Jul-2016","        234.95","        233.95","        236.30","        226.95","        228.60","        228.90","        230.65","     671276","           154826654.00","       9910","     362615","         54.02"
"EROSMEDIA","EQ","26-Jul-2016","        228.90","        229.40","        233.75","        224.25","        227.50","        226.40","        229.41","     434217","            99614101.25","       5365","     233554","         53.79"
"EROSMEDIA","EQ","27-Jul-2016","        226.40","        227.50","        230.60","        223.95","        225.70","        226.30","        226.92","     312492","            70911998.55","       6595","     135188","         43.26"
"EROSMEDIA","EQ","28-Jul-2016","        226.30","        227.00","        233.00","        225.30","        227.45","        228.00","        229.96","     604172","           138932876.65","       9108","     209062","         34.60"
"EROSMEDIA","EQ","29-Jul-2016","        228.00","        228.90","        233.20","        227.50","        231.15","        232.00","        231.26","     477837","           110506368.90","       7214","     245638","         51.41"
"EROSMEDIA","EQ","01-Aug-2016","        232.00","        234.55","        238.00","        225.70","        229.00","        229.00","        232.32","     617332","           143419489.45","       8170","     263155","         42.63"
"EROSMEDIA","EQ","02-Aug-2016","        229.00","        230.20","        237.50","        228.80","        233.70","        232.55","        233.04","     501022","           116759774.60","       6338","     256124","         51.12"
"EROSMEDIA","EQ","03-Aug-2016","        232.55","        232.70","        233.40","        224.75","        226.50","        226.75","        228.51","     296564","            67766518.40","       4255","     128808","         43.43"
"EROSMEDIA","EQ","04-Aug-2016","        226.75","        228.20","        230.45","        224.75","        227.00","        226.50","        227.78","     162931","            37111885.15","       2478","      72779","         44.67"
"EROSMEDIA","EQ","05-Aug-2016","        226.50","        227.50","        234.50","        226.40","        228.75","        229.50","        230.44","     459684","           105931307.55","       6654","     108017","         23.50"
"EROSMEDIA","EQ","08-Aug-2016","        229.50","        231.40","        233.00","        229.00","        230.20","        230.25","        231.23","     252455","            58375187.90","       3332","     135197","         53.55"
"EROSMEDIA","EQ","09-Aug-2016","        230.25","        231.30","        232.40","        227.00","        229.90","        229.15","        229.71","     207100","            47573720.90","       2962","      94080","         45.43"
"EROSMEDIA","EQ","10-Aug-2016","        229.15","        229.65","        230.95","        222.25","        223.70","        223.75","        225.86","     227398","            51361123.90","       3748","      82262","         36.18"
"EROSMEDIA","EQ","11-Aug-2016","        223.75","        223.60","        224.40","        218.40","        220.55","        219.50","        220.50","     248653","            54828140.35","       3507","      96811","         38.93"
"EROSMEDIA","EQ","12-Aug-2016","        219.50","        219.65","        222.00","        218.25","        218.25","        218.95","        220.27","     136344","            30032068.15","       2259","      54874","         40.25"
"EROSMEDIA","EQ","16-Aug-2016","        218.95","        219.10","        220.20","        211.00","        218.25","        219.00","        217.14","     168876","            36670147.10","       4361","      65287","         38.66"
"EROSMEDIA","EQ","17-Aug-2016","        219.00","        219.90","        221.50","        216.35","        220.85","        219.80","        219.52","     153297","            33652282.50","       5185","      47512","         30.99"
"EROSMEDIA","EQ","18-Aug-2016","        219.80","        221.40","        227.90","        221.25","        227.90","        225.90","        224.49","     237366","            53286073.10","       6116","     127073","         53.53"
"EROSMEDIA","EQ","19-Aug-2016","        225.90","        226.40","        227.80","        220.10","        221.00","        221.20","        222.81","     324724","            72351022.05","      11387","     132145","         40.69"
"EROSMEDIA","EQ","22-Aug-2016","        221.20","        221.00","        222.90","        217.50","        219.60","        219.35","        219.55","     117091","            25707334.40","       2753","      46249","         39.50"
"EROSMEDIA","EQ","23-Aug-2016","        219.35","        219.20","        219.20","        216.50","        218.10","        217.90","        217.54","     102513","            22301153.35","       2268","      43821","         42.75"
"EROSMEDIA","EQ","24-Aug-2016","        217.90","        217.00","        218.95","        215.30","        217.00","        216.45","        216.85","     107664","            23347014.00","       1813","      63355","         58.85"
"EROSMEDIA","EQ","25-Aug-2016","        216.45","        218.70","        220.35","        214.00","        214.15","        214.65","        216.83","     177237","            38430370.85","       4011","      68218","         38.49"
"EROSMEDIA","EQ","26-Aug-2016","        214.65","        220.00","        222.50","        217.95","        221.50","        220.85","        220.21","     517336","           113921771.45","       7624","     171787","         33.21"
"EROSMEDIA","EQ","29-Aug-2016","        220.85","        220.00","        220.60","        216.80","        218.00","        218.10","        218.19","      95148","            20760581.05","       2417","      47524","         49.95"
"EROSMEDIA","EQ","30-Aug-2016","        218.10","        218.20","        221.50","        218.00","        218.15","        218.85","        219.47","     150011","            32923127.45","       2618","      79626","         53.08"
"EROSMEDIA","EQ","31-Aug-2016","        218.85","        219.70","        220.50","        216.35","        216.60","        217.00","        218.05","     156972","            34227297.05","       2365","      98697","         62.88"
"EROSMEDIA","EQ","01-Sep-2016","        217.00","        215.70","        225.40","        215.70","        225.40","        222.00","        219.71","     287905","            63254583.50","       3176","     163406","         56.76"
"EROSMEDIA","EQ","02-Sep-2016","        222.00","        225.50","        232.50","        222.00","        229.50","        230.10","        228.23","     783602","           178840430.35","      10680","     299838","         38.26"
"EROSMEDIA","EQ","06-Sep-2016","        230.10","        226.00","        230.95","        222.40","        223.05","        223.25","        225.81","     294410","            66480392.20","       5085","     178274","         60.55"
"EROSMEDIA","EQ","07-Sep-2016","        223.25","        223.80","        227.70","        222.00","        224.50","        223.50","        224.05","     274246","            61445832.10","       5507","     138368","         50.45"
"EROSMEDIA","EQ","08-Sep-2016","        223.50","        223.50","        231.95","        223.50","        224.80","        225.90","        227.89","     583615","           132998932.25","       8651","     206005","         35.30"
"EROSMEDIA","EQ","09-Sep-2016","        225.90","        229.00","        234.00","        224.30","        226.85","        226.40","        229.76","     718742","           165136917.70","      11257","     258154","         35.92"
"EROSMEDIA","EQ","12-Sep-2016","        226.40","        220.00","        221.80","        215.00","        215.60","        215.45","        217.74","     247547","            53901249.20","       3959","     143149","         57.83"
"EROSMEDIA","EQ","14-Sep-2016","        215.45","        218.00","        218.00","        214.75","        215.30","        215.50","        215.98","     162844","            35171347.05","       2231","      94750","         58.18"
"EROSMEDIA","EQ","15-Sep-2016","        215.50","        216.35","        218.00","        214.00","        215.30","        215.30","        215.62","     181652","            39168466.95","       2909","      63665","         35.05"
"EROSMEDIA","EQ","16-Sep-2016","        215.30","        218.40","        218.90","        203.70","        204.85","        206.05","        211.02","     336159","            70936387.85","       5468","     210038","         62.48"
"EROSMEDIA","EQ","19-Sep-2016","        206.05","        207.40","        215.60","        206.95","        208.75","        209.40","        211.55","     549651","           116277323.70","       5229","     189932","         34.56"
"EROSMEDIA","EQ","20-Sep-2016","        209.40","        209.00","        215.00","        208.30","        210.90","        211.00","        211.05","     283178","            59763618.10","       4928","      96803","         34.18"
"EROSMEDIA","EQ","21-Sep-2016","        211.00","        211.65","        213.50","        208.00","        208.25","        208.50","        210.44","     209254","            44034578.10","       3356","     108647","         51.92"
"EROSMEDIA","EQ","22-Sep-2016","        208.50","        211.00","        213.90","        210.05","        212.85","        212.30","        212.28","     223994","            47548980.45","       3733","      87720","         39.16"
"EROSMEDIA","EQ","23-Sep-2016","        212.30","        213.90","        217.00","        210.65","        211.60","        211.30","        213.84","     200089","            42787050.40","       3412","      99770","         49.86"
"EROSMEDIA","EQ","26-Sep-2016","        211.30","        211.15","        214.00","        208.60","        210.00","        209.85","        210.61","     168274","            35439626.25","       3558","      72251","         42.94"
"EROSMEDIA","EQ","27-Sep-2016","        209.85","        209.60","        211.45","        206.50","        208.00","        207.65","        209.25","     121564","            25436678.55","       3043","      60901","         50.10"
"EROSMEDIA","EQ","28-Sep-2016","        207.65","        208.30","        210.85","        205.85","        210.00","        209.80","        208.79","     174257","            36382894.80","       3716","      90399","         51.88"
"EROSMEDIA","EQ","29-Sep-2016","        209.80","        216.00","        219.00","        198.20","        203.00","        204.20","        211.44","     812059","           171701702.50","      15827","     307213","         37.83"
"EROSMEDIA","EQ","30-Sep-2016","        204.20","        202.15","        208.00","        202.15","        204.00","        204.00","        204.52","     196183","            40122674.70","       4397","      85900","         43.79"
"EROSMEDIA","EQ","03-Oct-2016","        204.00","        205.10","        210.20","        205.10","        208.55","        208.75","        208.15","     185532","            38618445.20","       3943","     106656","         57.49"
"EROSMEDIA","EQ","04-Oct-2016","        208.75","        210.00","        210.50","        206.50","        208.55","        208.05","        208.42","     141190","            29426295.55","       3759","      55256","         39.14"
